,JailPop_Change,BailNotPosted_ArrRel,BailPosted_ArrRel,NonMonetaryCondit_ArrRel,Other_ArrRel,ROR_ArrRel,Remand_ArrRel,Total_Arraignments,Felony_ArrChg,Infraction_ArrChg,Misdemeanor_ArrChg,Other_ArrChg,Violation_ArrChg,Felony_Crimes,Misdemeanor_Crimes,Violation_Crimes,Total_Crimes,Staff_Assaults,Inmate_Slashing,Inmate_Stabbing,Total_Inmate_Incidents,JailPop_Change_lag1,BailNotPosted_ArrRel_lag1,BailPosted_ArrRel_lag1,NonMonetaryCondit_ArrRel_lag1,Other_ArrRel_lag1,ROR_ArrRel_lag1,Remand_ArrRel_lag1,Total_Arraignments_lag1,Felony_ArrChg_lag1,Infraction_ArrChg_lag1,Misdemeanor_ArrChg_lag1,Other_ArrChg_lag1,Violation_ArrChg_lag1,Felony_Crimes_lag1,Misdemeanor_Crimes_lag1,Violation_Crimes_lag1,Total_Crimes_lag1,Staff_Assaults_lag1,Inmate_Slashing_lag1,Inmate_Stabbing_lag1,Total_Inmate_Incidents_lag1,year,month
0,1.4802767523015354,2.186596694073475,1.6421570894840205,-0.829506608188602,2.9494446357878434,1.7887506730835214,0.0447155316749712,2.1779619995427426,1.5680713806607423,1.4319879693134807,2.2662822426961733,-0.4177739465599357,1.725255079498422,-0.6359463750598946,0.42089134930876615,-1.0129790310680304,-0.1881005440674996,2.802292827683112,-0.3256238956296638,-0.664341414682926,-0.5055481697743618,,,,,,,,,,,,,,,,,,,,,,2018,1
1,-0.09068876373712899,1.500028642425248,1.3369420301954,-0.8518829983064222,2.0469395279691667,1.5165591528497262,-0.24073594378501934,1.628394896819328,1.0765572764475042,1.1518235418693312,1.6915720872533053,-0.44999165925292695,1.7475581085707736,-1.309060036839429,-0.337739059704434,-1.3800896758055012,-0.8961772066862792,2.7297377077812994,-1.143514504064172,-0.9232859916519897,-1.078990205324206,1.4802767523015354,2.186596694073475,1.6421570894840205,-0.829506608188602,2.9494446357878434,1.7887506730835214,0.0447155316749712,2.1779619995427426,1.5680713806607423,1.4319879693134807,2.2662822426961733,-0.4177739465599357,1.725255079498422,-0.6359463750598946,0.42089134930876615,-1.0129790310680304,-0.1881005440674996,2.802292827683112,-0.3256238956296638,-0.664341414682926,-0.5055481697743618,2018,2
2,-1.1432752304028337,1.5732160997075462,1.842726985587971,-0.7692624809483167,2.254484256596458,1.8727712066605129,-0.843355725311666,1.9270565325632099,1.3269512540655688,1.4720114589483593,2.019428858028069,-0.44999165925292695,1.360972271316677,-0.7446479601919933,0.29828888530838316,-0.7901414412662972,-0.25735400719645063,2.3911471482395084,-0.909831473082884,-0.7938137031674578,-0.8878428601409246,-0.09068876373712899,1.500028642425248,1.3369420301954,-0.8518829983064222,2.0469395279691667,1.5165591528497262,-0.24073594378501934,1.628394896819328,1.0765572764475042,1.1518235418693312,1.6915720872533053,-0.44999165925292695,1.7475581085707736,-1.309060036839429,-0.337739059704434,-1.3800896758055012,-0.8961772066862792,2.7297377077812994,-1.143514504064172,-0.9232859916519897,-1.078990205324206,2018,3
3,0.1823505828791628,1.5017712009319693,2.0258560211611436,-0.7623774378351412,1.9172240725771093,1.4903027361069163,-0.9067893865249972,1.6001865898808008,1.1155074507436475,1.3119175004088452,1.6626000732443542,-0.578862510024892,1.4427500445819665,-0.8790317879651922,0.39964615699101025,-0.6587244011268135,-0.2354123159080701,1.7139660291559269,-0.676148442101596,-0.9232859916519897,-0.8241270784131641,-1.1432752304028337,1.5732160997075462,1.842726985587971,-0.7692624809483167,2.254484256596458,1.8727712066605129,-0.843355725311666,1.9270565325632099,1.3269512540655688,1.4720114589483593,2.019428858028069,-0.44999165925292695,1.360972271316677,-0.7446479601919933,0.29828888530838316,-0.7901414412662972,-0.25735400719645063,2.3911471482395084,-0.909831473082884,-0.7938137031674578,-0.8878428601409246,2018,4
4,-0.8544075158667568,1.8433126682493615,2.0781786027534785,-0.714182136042913,1.8944255985991114,1.6596566240980397,-0.7164884028850036,1.7471667155078643,1.6571003504804984,1.532046693400677,1.730891249122596,-0.6110802227178832,1.8888106260290014,0.007304213881151118,0.9666272269711208,0.6640166767988595,0.60820000227331,2.2581294284195192,-1.026672988573528,-0.9232859916519897,-1.0152744235964455,0.1823505828791628,1.5017712009319693,2.0258560211611436,-0.7623774378351412,1.9172240725771093,1.4903027361069163,-0.9067893865249972,1.6001865898808008,1.1155074507436475,1.3119175004088452,1.6626000732443542,-0.578862510024892,1.4427500445819665,-0.8790317879651922,0.39964615699101025,-0.6587244011268135,-0.2354123159080701,1.7139660291559269,-0.676148442101596,-0.9232859916519897,-0.8241270784131641,2018,5
5,-0.27667208679460314,1.4442667702101635,2.383393662042099,-0.8983570393203565,1.4384561190391527,1.2115471116874186,-0.36760326621168177,1.278512914266015,1.1637314760626822,1.2718940107739667,1.278868704023756,-1.126563625805743,1.3758409573649113,-0.1013973712509476,0.6616701955766663,0.08978134923285458,0.31724403341801416,1.8953538289104577,-1.026672988573528,-0.9232859916519897,-1.0152744235964455,-0.8544075158667568,1.8433126682493615,2.0781786027534785,-0.714182136042913,1.8944255985991114,1.6596566240980397,-0.7164884028850036,1.7471667155078643,1.6571003504804984,1.532046693400677,1.730891249122596,-0.6110802227178832,1.8888106260290014,0.007304213881151118,0.9666272269711208,0.6640166767988595,0.60820000227331,2.2581294284195192,-1.026672988573528,-0.9232859916519897,-1.0152744235964455,2018,6
6,-0.15400223541626915,1.4930584083983625,1.7991248342610253,-0.8449979551932467,1.5021346153225263,1.3927163872128063,-0.7799220640983348,1.3958000852209447,1.2694533777236428,1.1718352866867705,1.3959392912435995,-1.384305327349673,1.6286086201848977,0.19544157276362967,1.1932426116938504,0.3711852286619664,0.7503638770792754,2.100926668632259,-1.3771975350454602,-0.9232859916519897,-1.206421768779727,-0.27667208679460314,1.4442667702101635,2.383393662042099,-0.8983570393203565,1.4384561190391527,1.2115471116874186,-0.36760326621168177,1.278512914266015,1.1637314760626822,1.2718940107739667,1.278868704023756,-1.126563625805743,1.3758409573649113,-0.1013973712509476,0.6616701955766663,0.08978134923285458,0.31724403341801416,1.8953538289104577,-1.026672988573528,-0.9232859916519897,-1.0152744235964455,2018,7
7,0.0042814437815812,1.8833915139039534,1.7468022526686904,-0.7554923947219658,1.3189606692234395,1.4377899026212966,-0.3993200968183474,1.433411161138981,1.5365402871829117,1.291905755591406,1.3850008777912404,-0.6110802227178832,1.7401237655466564,0.25576497989737673,1.055148861628437,0.20262859022219384,0.6751678725597213,2.0041865087631763,-0.3256238956296638,-0.9232859916519897,-0.6329797332298828,-0.15400223541626915,1.4930584083983625,1.7991248342610253,-0.8449979551932467,1.5021346153225263,1.3927163872128063,-0.7799220640983348,1.3958000852209447,1.2694533777236428,1.1718352866867705,1.3959392912435995,-1.384305327349673,1.6286086201848977,0.19544157276362967,1.1932426116938504,0.3711852286619664,0.7503638770792754,2.100926668632259,-1.3771975350454602,-0.9232859916519897,-1.206421768779727,2018,8
8,0.8036140237307253,1.1079529784129354,0.8485979353336073,-0.8708168668676547,0.7395649684722506,0.9362923428336288,-1.097090370164991,0.8098591130241658,0.6981841547135398,0.5914946869810322,0.8241854637608287,-0.6755156481038657,0.7439218003149454,-0.23996202922153498,0.40982614497660164,0.17691656062968616,0.148110163070081,2.3306845483213317,-1.026672988573528,-0.7938137031674578,-0.9515586418686851,0.0042814437815812,1.8833915139039534,1.7468022526686904,-0.7554923947219658,1.3189606692234395,1.4377899026212966,-0.3993200968183474,1.433411161138981,1.5365402871829117,1.291905755591406,1.3850008777912404,-0.6110802227178832,1.7401237655466564,0.25576497989737673,1.055148861628437,0.20262859022219384,0.6751678725597213,2.0041865087631763,-0.3256238956296638,-0.9232859916519897,-0.6329797332298828,2018,9
9,-0.1381738674964841,1.419870951116064,1.6247162289532422,-0.7744262632831983,1.0312282045356034,1.1122103350104546,-0.5579042498516755,1.0855087088971438,0.952287672740761,1.051764817782135,1.0938025737216803,-0.9010396369548044,1.1082046084966906,-0.11334260038634306,0.36202446226165086,0.02835816742853068,0.148110163070081,2.113019188615895,-0.676148442101596,-0.664341414682926,-0.6966955149576433,0.8036140237307253,1.1079529784129354,0.8485979353336073,-0.8708168668676547,0.7395649684722506,0.9362923428336288,-1.097090370164991,0.8098591130241658,0.6981841547135398,0.5914946869810322,0.8241854637608287,-0.6755156481038657,0.7439218003149454,-0.23996202922153498,0.40982614497660164,0.17691656062968616,0.148110163070081,2.3306845483213317,-1.026672988573528,-0.7938137031674578,-0.9515586418686851,2018,10
