,snapshot_date,Total Population
2487,2023-12-16,6068
2488,2023-12-17,6102
2489,2023-12-18,6110
2490,2023-12-19,6083
2491,2023-12-20,6062
2492,2023-12-21,6048
2493,2023-12-22,6022
2494,2023-12-23,5951
2495,2023-12-24,5962
2496,2023-12-25,5994
2497,2023-12-26,5978
2498,2023-12-27,5964
2499,2023-12-28,5955
2500,2023-12-29,5961
2501,2023-12-30,5972
2502,2023-12-31,5994
2503,2024-01-01,6019
2504,2024-01-02,6020
2505,2024-01-03,6003
2506,2024-01-04,5988
2507,2024-01-05,5990
2508,2024-01-06,5982
2509,2024-01-07,6026
2510,2024-01-08,6051
2511,2024-01-09,6054
2512,2024-01-10,6067
2513,2024-01-11,6075
2514,2024-01-12,6087
2515,2024-01-13,6113
2516,2024-01-14,6150
2517,2024-01-15,6178
2518,2024-01-16,6195
2519,2024-01-17,6198
2520,2024-01-18,6172
2521,2024-01-19,6157
2522,2024-01-20,6135
2523,2024-01-21,6180
2524,2024-01-22,6202
2525,2024-01-23,6167
2526,2024-01-24,6162
2527,2024-01-25,6163
2528,2024-01-26,6152
2529,2024-01-27,6156
2530,2024-01-28,6184
2531,2024-01-29,6204
2532,2024-01-30,6177
2533,2024-01-31,6184
2534,2024-02-01,6167
2535,2024-02-02,6148
2536,2024-02-03,6147
2537,2024-02-05,6198
2538,2024-02-07,6190
2539,2024-02-08,6194
2540,2024-02-09,6198
2541,2024-02-10,6174
2542,2024-02-11,6207
2543,2024-02-12,6222
2544,2024-02-14,6243
2545,2024-02-15,6212
2546,2024-02-16,6195
2547,2024-02-17,6158
2548,2024-02-18,6200
2549,2024-02-19,6228
2550,2024-02-20,6252
2551,2024-02-22,6235
2552,2024-02-23,6237
2553,2024-02-24,6232
2554,2024-02-25,6263
2555,2024-02-26,6271
2556,2024-02-27,6239
2557,2024-02-28,6250
2558,2024-02-29,6274
2559,2024-03-01,6237
2560,2024-03-02,6241
2561,2024-03-04,6281
2562,2024-03-05,6258
2563,2024-03-06,6241
2564,2024-03-07,6238
2565,2024-03-08,6232
2566,2024-03-11,6298
2567,2024-03-12,6270
2568,2024-03-13,6241
2569,2024-03-14,6249
2570,2024-03-15,6267
2571,2024-03-16,6274
2572,2024-03-17,6329
2573,2024-03-18,6332
2574,2024-03-19,6313
2575,2024-03-20,6295
2576,2024-03-21,6305
2577,2024-03-22,6285
2578,2024-03-23,6301
2579,2024-03-24,6332
2580,2024-03-25,6343
2581,2024-03-26,6308
2582,2024-03-27,6309
2583,2024-03-28,6292
2584,2024-03-29,6300
2585,2024-03-30,6283
2586,2024-03-31,6333
2587,2024-04-01,6327
2588,2024-04-02,6291
2589,2024-04-03,6269
2590,2024-04-04,6280
2591,2024-04-05,6272
2592,2024-04-06,6280
2593,2024-04-07,6320
2594,2024-04-08,6341
2595,2024-04-09,6305
2596,2024-04-10,6283
2597,2024-04-11,6266
2598,2024-04-12,6265
2599,2024-04-13,6285
2600,2024-04-14,6322
2601,2024-04-16,6330
2602,2024-04-17,6320
2603,2024-04-18,6328
2604,2024-04-19,6323
2605,2024-04-20,6321
2606,2024-04-21,6362
2607,2024-04-22,6386
2608,2024-04-23,6363
2609,2024-04-24,6355
2610,2024-04-25,6340
2611,2024-04-26,6307
2612,2024-04-27,6312
2613,2024-04-28,6349
2614,2024-04-29,6366
2615,2024-04-30,6307
2616,2024-05-01,6303
2617,2024-05-02,6293
2618,2024-05-03,6279
2619,2024-05-04,6271
2620,2024-05-05,6323
2621,2024-05-06,6336
2622,2024-05-07,6310
2623,2024-05-10,6304
2624,2024-05-11,6289
2625,2024-05-12,6335
2626,2024-05-13,6332
2627,2024-05-14,6317
2628,2024-05-15,6311
2629,2024-05-16,6290
2630,2024-05-17,6276
2631,2024-05-18,6263
2632,2024-05-19,6315
2633,2024-05-20,6336
2634,2024-05-21,6309
2635,2024-05-22,6295
2636,2024-05-23,6283
2637,2024-05-24,6285
2638,2024-05-25,6272
2639,2024-05-26,6315
2640,2024-05-27,6357
2641,2024-05-28,6366
2642,2024-05-29,6356
2643,2024-05-30,6360
2644,2024-05-31,6355
2645,2024-06-01,6336
2646,2024-06-02,6374
2647,2024-06-03,6377
2648,2024-06-04,6376
2649,2024-06-05,6340
2650,2024-06-06,6322
2651,2024-06-07,6320
2652,2024-06-08,6352
2653,2024-06-09,6393
2654,2024-06-10,6408
2655,2024-06-11,6376
2656,2024-06-12,6347
2657,2024-06-13,6351
2658,2024-06-14,6348
2659,2024-06-15,6348
2660,2024-06-16,6387
2661,2024-06-17,6386
2662,2024-06-18,6358
2663,2024-06-19,6338
2664,2024-06-20,6372
2665,2024-06-21,6376
2666,2024-06-22,6386
2667,2024-06-23,6436
2668,2024-06-24,6440
2669,2024-06-25,6431
2670,2024-06-26,6418
2671,2024-06-27,6453
2672,2024-06-28,6420
2673,2024-06-29,6399
2674,2024-06-30,6423
2675,2024-07-01,6427
2676,2024-07-02,6375
2677,2024-07-03,6368
2678,2024-07-04,6358
2679,2024-07-05,6386
2680,2024-07-06,6379
2681,2024-07-07,6417
2682,2024-07-08,6438
2683,2024-07-09,6395
2684,2024-07-10,6391
2685,2024-07-11,6367
2686,2024-07-12,6370
2687,2024-07-13,6355
2688,2024-07-14,6376
2689,2024-07-15,6395
2690,2024-07-16,6373
2691,2024-07-17,6358
2692,2024-07-18,6368
2693,2024-07-19,6374
2694,2024-07-20,6350
2695,2024-07-21,6399
2696,2024-07-22,6419
2697,2024-07-23,6392
2698,2024-07-24,6381
2699,2024-07-25,6376
2700,2024-07-26,6393
2701,2024-07-27,6390
2702,2024-07-28,6427
2703,2024-07-29,6442
2704,2024-07-30,6398
2705,2016-06-02,9836
2706,2016-06-03,9780
2707,2016-06-04,9765
2708,2016-06-05,9894
2709,2016-06-06,9904
2710,2016-06-07,9826
2711,2016-06-08,9817
2712,2016-06-09,9802
2713,2016-06-10,9745
2714,2016-06-11,9737
2715,2016-06-12,9847
2716,2016-06-13,9885
2717,2016-06-14,9833
2718,2016-06-15,9790
2719,2016-06-16,9765
2720,2016-06-17,9736
2721,2016-06-18,9751
2722,2016-06-19,9847
2723,2016-06-20,9864
2724,2016-06-21,9792
2725,2016-06-22,9785
2726,2016-06-23,9798
2727,2016-06-24,9750
2728,2016-06-25,9777
2729,2016-06-26,9871
2730,2016-06-27,9917
2731,2016-06-28,9829
2732,2016-06-29,9783
2733,2016-06-30,9792
2734,2016-07-01,9747
2735,2016-07-02,9744
2736,2016-07-03,9814
2737,2016-07-04,9893
2738,2016-07-05,9889
2739,2016-07-06,9811
2740,2016-07-07,9757
2741,2016-07-08,9714
2742,2016-07-09,9730
2743,2016-07-10,9823
2744,2016-07-11,9847
2745,2016-07-12,9750
2746,2016-07-13,9691
2747,2016-07-14,9709
2748,2016-07-15,9662
2749,2016-07-16,9648
2750,2016-07-17,9756
2751,2016-07-18,9761
2752,2016-07-19,9704
2753,2016-07-20,9696
2754,2016-07-21,9709
2755,2016-07-22,9671
2756,2016-07-23,9667
2757,2016-07-24,9768
2758,2016-07-25,9779
2759,2016-07-26,9719
2760,2016-07-27,9693
2761,2016-07-28,9706
2762,2016-07-29,9680
2763,2016-07-30,9698
2764,2016-07-31,9806
2765,2016-08-01,9809
2766,2016-08-02,9739
2767,2016-08-03,9715
2768,2016-08-04,9713
2769,2016-08-05,9720
2770,2016-08-06,9713
2771,2016-08-07,9806
2772,2016-08-08,9832
2773,2016-08-09,9763
2774,2016-08-10,9761
2775,2016-08-11,9752
2776,2016-08-12,9751
2777,2016-08-13,9757
2778,2016-08-14,9856
2779,2016-08-15,9862
2780,2016-08-16,9772
2781,2016-08-17,9729
2782,2016-08-18,9739
2783,2016-08-19,9729
2784,2016-08-20,9775
2785,2016-08-21,9867
2786,2016-08-22,9838
2787,2016-08-23,9784
2788,2016-08-24,9720
2789,2016-08-25,9756
2790,2016-08-26,9759
2791,2016-08-27,9798
2792,2016-08-28,9945
2793,2016-08-29,9957
2794,2016-08-30,9915
2795,2016-08-31,9855
2796,2016-09-01,9826
2797,2016-09-02,9770
2798,2016-09-03,9732
2799,2016-09-04,9837
2800,2016-09-05,9936
2801,2016-09-06,9940
2802,2016-09-07,9880
2803,2016-09-08,9848
2804,2016-09-09,9797
2805,2016-09-10,9821
2806,2016-09-11,9924
2807,2016-09-12,9948
2808,2016-09-13,9880
2809,2016-09-14,9883
2810,2016-09-15,9886
2811,2016-09-16,9851
2812,2016-09-17,9891
2813,2016-09-18,9963
2814,2016-09-19,10001
2815,2016-09-20,9911
2816,2016-09-21,9826
2817,2016-09-22,9845
2818,2016-09-23,9840
2819,2016-09-24,9856
2820,2016-09-25,9950
2821,2016-09-26,9939
2822,2016-09-27,9863
2823,2016-09-28,9824
2824,2016-09-29,9799
2825,2016-09-30,9757
2826,2016-10-01,9751
2827,2016-10-02,9858
2828,2016-10-03,9845
2829,2016-10-04,9780
2830,2016-10-05,9750
2831,2016-10-06,9748
2832,2016-10-07,9692
2833,2016-10-08,9706
2834,2016-10-09,9800
2835,2016-10-10,9859
2836,2016-10-11,9859
2837,2016-10-12,9793
2838,2016-10-13,9774
2839,2016-10-14,9755
2840,2016-10-15,9790
2841,2016-10-16,9893
2842,2016-10-17,9895
2843,2016-10-18,9866
2844,2016-10-19,9818
2845,2016-10-20,9806
2846,2016-10-21,9784
2847,2016-10-22,9813
2848,2016-10-23,9886
2849,2016-10-24,9886
2850,2016-10-25,9831
2851,2016-10-26,9809
2852,2016-10-27,9827
2853,2016-10-28,9805
2854,2016-10-29,9775
2855,2016-10-30,9844
2856,2016-10-31,9889
2857,2016-11-01,9829
2858,2016-11-02,9764
2859,2016-11-03,9760
2860,2016-11-04,9742
2861,2016-11-05,9779
2862,2016-11-06,9905
2863,2016-11-07,9901
2864,2016-11-08,9827
2865,2016-11-09,9854
2866,2016-11-10,9763
2867,2016-11-11,9740
2868,2016-11-12,9804
2869,2016-11-13,9902
2870,2016-11-14,9875
2871,2016-11-15,9828
2872,2016-11-16,9778
2873,2016-11-17,9775
2874,2016-11-18,9752
2875,2016-11-19,9767
2876,2016-11-20,9847
2877,2016-11-21,9845
2878,2016-11-22,9759
2879,2016-11-23,9666
2880,2016-11-24,9646
2881,2016-11-25,9626
2882,2016-11-26,9606
2883,2016-11-27,9705
2884,2016-11-28,9655
2885,2016-11-29,9585
2886,2016-11-30,9551
2887,2016-12-01,9577
2888,2016-12-02,9561
2889,2016-12-03,9602
2890,2016-12-04,9681
2891,2016-12-05,9679
2892,2016-12-06,9606
2893,2016-12-07,9575
2894,2016-12-08,9574
2895,2016-12-09,9565
2896,2016-12-10,9581
2897,2016-12-11,9650
2898,2016-12-12,9652
2899,2016-12-13,9594
2900,2016-12-14,9528
2901,2016-12-15,9544
2902,2016-12-16,9492
2903,2016-12-17,9446
2904,2016-12-18,9513
2905,2016-12-19,9497
2906,2016-12-20,9427
2907,2016-12-21,9354
2908,2016-12-22,9308
2909,2016-12-23,9208
2910,2016-12-24,9180
2911,2016-12-25,9203
2912,2016-12-26,9233
2913,2016-12-27,9209
2914,2016-12-28,9191
2915,2016-12-29,9180
2916,2016-12-30,9170
2917,2016-12-31,9143
2918,2017-01-01,9189
2919,2017-01-02,9238
2920,2017-01-03,9227
2921,2017-01-04,9202
2922,2017-01-05,9241
2923,2017-01-06,9242
2924,2017-01-07,9246
2925,2017-01-08,9346
2926,2017-01-09,9323
2927,2017-01-10,9265
2928,2017-01-11,9249
2929,2017-01-12,9300
2930,2017-01-13,9274
2931,2017-01-14,9312
2932,2017-01-15,9385
2933,2017-01-16,9441
2934,2017-01-17,9447
2935,2017-01-18,9427
2936,2017-01-19,9470
2937,2017-01-20,9455
2938,2017-01-21,9473
2939,2017-01-22,9572
2940,2017-01-23,9585
2941,2017-01-24,9552
2942,2017-01-25,9493
2943,2017-01-26,9513
2944,2017-01-27,9498
2945,2017-01-28,9509
2946,2017-01-29,9624
2947,2017-01-30,9648
2948,2017-01-31,9614
2949,2017-02-01,9552
2950,2017-02-02,9517
2951,2017-02-03,9454
2952,2017-02-04,9500
2953,2017-02-05,9559
2954,2017-02-06,9532
2955,2017-02-07,9490
2956,2017-02-08,9473
2957,2017-02-09,9491
2958,2017-02-10,9501
2959,2017-02-11,9443
2960,2017-02-12,9518
2961,2017-02-13,9567
2962,2017-02-14,9593
2963,2017-02-15,9560
2964,2017-02-16,9558
2965,2017-02-17,9485
2966,2017-02-18,9488
2967,2017-02-19,9586
2968,2017-02-20,9655
2969,2017-02-21,9656
2970,2017-02-22,9603
2971,2017-02-23,9522
2972,2017-02-24,9465
2973,2017-02-25,9457
2974,2017-02-26,9537
2975,2017-02-27,9521
2976,2017-02-28,9481
2977,2017-03-01,9481
2978,2017-03-02,9433
2979,2017-03-03,9392
2980,2017-03-04,9403
2981,2017-03-05,9476
2982,2017-03-06,9489
2983,2017-03-07,9434
2984,2017-03-08,9433
2985,2017-03-09,9452
2986,2017-03-10,9418
2987,2017-03-11,9468
2988,2017-03-12,9523
2989,2017-03-13,9525
2990,2017-03-14,9487
2991,2017-03-15,9394
2992,2017-03-16,9338
2993,2017-03-17,9304
2994,2017-03-18,9279
2995,2017-03-19,9355
2996,2017-03-20,9357
2997,2017-03-21,9304
2998,2017-03-22,9314
2999,2017-03-23,9354
3000,2017-03-24,9331
3001,2017-03-25,9348
3002,2017-03-26,9430
3003,2017-03-27,9452
3004,2017-03-28,9374
3005,2017-03-29,9361
3006,2017-03-30,9375
3007,2017-03-31,9341
3008,2017-04-01,9322
3009,2017-04-02,9391
3010,2017-04-03,9414
3011,2017-04-04,9355
3012,2017-04-05,9330
3013,2017-04-06,9375
3014,2017-04-07,9331
3015,2017-04-08,9359
3016,2017-04-09,9420
3017,2017-04-10,9425
3018,2017-04-11,9342
3019,2017-04-12,9282
3020,2017-04-13,9256
3021,2017-04-14,9157
3022,2017-04-15,9168
3023,2017-04-16,9255
3024,2017-04-17,9275
3025,2017-04-18,9227
3026,2017-04-19,9223
3027,2017-04-20,9237
3028,2017-04-21,9175
3029,2017-04-22,9236
3030,2017-04-23,9334
3031,2017-04-24,9317
3032,2017-04-25,9258
3033,2017-04-26,9274
3034,2017-04-27,9308
3035,2017-04-28,9284
3036,2017-04-29,9320
3037,2017-04-30,9394
3038,2017-05-01,9406
3039,2017-05-02,9342
3040,2017-05-03,9314
3041,2017-05-04,9351
3042,2017-05-05,9323
3043,2017-05-06,9353
3044,2017-05-07,9418
3045,2017-05-08,9431
3046,2017-05-09,9340
3047,2017-05-10,9290
3048,2017-05-11,9281
3049,2017-05-12,9284
3050,2017-05-13,9315
3051,2017-05-14,9375
3052,2017-05-15,9337
3053,2017-05-16,9266
3054,2017-05-17,9255
3055,2017-05-18,9284
3056,2017-05-19,9268
3057,2017-05-20,9269
3058,2017-05-21,9346
3059,2017-05-22,9362
3060,2017-05-23,9278
3061,2017-05-24,9243
3062,2017-05-25,9208
3063,2017-05-26,9191
3064,2017-05-27,9164
3065,2017-05-28,9260
3066,2017-05-29,9321
3067,2017-05-30,9312
3068,2017-05-31,9288
3069,2017-06-01,9272
3070,2017-06-02,9235
3071,2017-06-03,9270
3072,2017-06-04,9364
3073,2017-06-05,9339
3074,2017-06-06,9270
3075,2017-06-07,9200
3076,2017-06-08,9210
3077,2017-06-09,9234
3078,2017-06-10,9195
3079,2017-06-11,9281
3080,2017-06-12,9303
3081,2017-06-13,9242
3082,2017-06-14,9218
3083,2017-06-15,9222
3084,2017-06-16,9183
3085,2017-06-17,9195
3086,2017-06-18,9304
3087,2017-06-19,9311
3088,2017-06-20,9230
3089,2017-06-21,9221
3090,2017-06-22,9219
3091,2017-06-23,9185
3092,2017-06-24,9238
3093,2017-06-25,9315
3094,2017-06-26,9310
3095,2017-06-27,9277
3096,2017-06-28,9253
3097,2017-06-29,9242
3098,2017-06-30,9215
3099,2017-07-01,9196
3100,2017-07-02,9256
3101,2017-07-03,9245
3102,2017-07-04,9217
3103,2017-07-05,9241
3104,2017-07-06,9186
3105,2017-07-07,9171
3106,2017-07-08,9165
3107,2017-07-09,9252
3108,2017-07-10,9250
3109,2017-07-11,9196
3110,2017-07-12,9124
3111,2017-07-13,9090
3112,2017-07-14,9107
3113,2017-07-15,9157
3114,2017-07-16,9232
3115,2017-07-17,9255
3116,2017-07-18,9195
3117,2017-07-19,9203
3118,2017-07-20,9205
3119,2017-07-21,9192
3120,2017-07-22,9204
3121,2017-07-23,9305
3122,2017-07-24,9316
3123,2017-07-25,9263
3124,2017-07-26,9231
3125,2017-07-27,9218
3126,2017-07-28,9189
3127,2017-07-29,9190
3128,2017-07-30,9282
3129,2017-07-31,9329
3130,2017-08-01,9215
3131,2017-08-02,9198
3132,2017-08-03,9177
3133,2017-08-04,9176
3134,2017-08-05,9183
3135,2017-08-06,9272
3136,2017-08-07,9281
3137,2017-08-08,9218
3138,2017-08-09,9196
3139,2017-08-10,9224
3140,2017-08-11,9209
3141,2017-08-12,9215
3142,2017-08-13,9298
3143,2017-08-14,9346
3144,2017-08-15,9242
3145,2017-08-16,9212
3146,2017-08-17,9216
3147,2017-08-18,9194
3148,2017-08-19,9183
3149,2017-08-20,9246
3150,2017-08-21,9252
3151,2017-08-22,9214
3152,2017-08-23,9190
3153,2017-08-24,9197
3154,2017-08-25,9162
3155,2017-08-26,9151
3156,2017-08-27,9222
3157,2017-08-28,9224
3158,2017-08-29,9206
3159,2017-08-30,9178
3160,2017-08-31,9184
3161,2017-09-01,9165
3162,2017-09-02,9128
3163,2017-09-03,9200
3164,2017-09-04,9265
3165,2017-09-05,9279
3166,2017-09-06,9254
3167,2017-09-07,9293
3168,2017-09-08,9293
3169,2017-09-09,9323
3170,2017-09-10,9388
3171,2017-09-11,9402
3172,2017-09-12,9372
3173,2017-09-13,9362
3174,2017-09-14,9381
3175,2017-09-15,9382
3176,2017-09-16,9368
3177,2017-09-17,9443
3178,2017-09-18,9446
3179,2017-09-19,9397
3180,2017-09-20,9387
3181,2017-09-21,9307
3182,2017-09-22,9243
3183,2017-09-23,9246
3184,2017-09-24,9353
3185,2017-09-25,9347
3186,2017-09-26,9294
3187,2017-09-27,9250
3188,2017-09-28,9247
3189,2017-09-29,9203
3190,2017-09-30,9151
3191,2017-10-01,9233
3192,2017-10-02,9239
3193,2017-10-03,9168
3194,2017-10-04,9143
3195,2017-10-05,9163
3196,2017-10-06,9155
3197,2017-10-07,9156
3198,2017-10-08,9237
3199,2017-10-09,9303
3200,2017-10-10,9308
3201,2017-10-11,9250
3202,2017-10-12,9256
3203,2017-10-13,9243
3204,2017-10-14,9225
3205,2017-10-15,9315
3206,2017-10-16,9315
3207,2017-10-17,9240
3208,2017-10-18,9202
3209,2017-10-19,9188
3210,2017-10-20,9178
3211,2017-10-21,9211
3212,2017-10-22,9300
3213,2017-10-23,9322
3214,2017-10-24,9254
3215,2017-10-25,9264
3216,2017-10-26,9251
3217,2017-10-27,9244
3218,2017-10-28,9269
3219,2017-10-29,9340
3220,2017-10-30,9353
3221,2017-10-31,9263
3222,2017-11-01,9231
3223,2017-11-02,9191
3224,2017-11-03,9164
3225,2017-11-04,9164
3226,2017-11-05,9268
3227,2017-11-06,9293
3228,2017-11-07,9229
3229,2017-11-08,9287
3230,2017-11-09,9220
3231,2017-11-10,9164
3232,2017-11-11,9235
3233,2017-11-12,9315
3234,2017-11-13,9329
3235,2017-11-14,9253
3236,2017-11-15,9272
3237,2017-11-16,9292
3238,2017-11-17,9260
3239,2017-11-18,9244
3240,2017-11-19,9308
3241,2017-11-20,9304
3242,2017-11-21,9227
3243,2017-11-22,9157
3244,2017-11-23,9152
3245,2017-11-24,9144
3246,2017-11-25,9123
3247,2017-11-26,9195
3248,2017-11-27,9221
3249,2017-11-28,9137
3250,2017-11-29,9132
3251,2017-11-30,9143
3252,2017-12-01,9134
3253,2017-12-02,9125
3254,2017-12-03,9173
3255,2017-12-04,9203
3256,2017-12-05,9163
3257,2017-12-06,9154
3258,2017-12-07,9173
3259,2017-12-08,9155
3260,2017-12-09,9145
3261,2017-12-10,9216
3262,2017-12-11,9249
3263,2017-12-12,9193
3264,2017-12-13,9140
3265,2017-12-14,9131
3266,2017-12-15,9077
3267,2017-12-16,9052
3268,2017-12-17,9098
3269,2017-12-18,9090
3270,2017-12-19,9038
3271,2017-12-20,9006
3272,2017-12-21,8989
3273,2017-12-22,8881
3274,2017-12-23,8807
3275,2017-12-24,8894
3276,2017-12-25,8934
3277,2017-12-26,8909
3278,2017-12-27,8857
3279,2017-12-28,8825
3280,2017-12-29,8774
3281,2017-12-30,8750
3282,2017-12-31,8812
3283,2018-01-02,8814
3284,2018-01-03,8796
3285,2018-01-04,8813
3286,2018-01-05,8831
3287,2018-01-06,8810
3288,2018-01-07,8867
3289,2018-01-08,8878
3290,2018-01-09,8866
3291,2018-01-10,8871
3292,2018-01-11,8914
3293,2018-01-12,8938
3294,2018-01-13,8935
3295,2018-01-14,8987
3296,2018-01-15,9043
3297,2018-01-16,9063
3298,2018-01-17,9063
3299,2018-01-18,9081
3300,2018-01-19,9052
3301,2018-01-20,9039
3302,2018-01-21,9098
3303,2018-01-22,9118
3304,2018-01-23,9111
3305,2018-01-24,9087
3306,2018-01-25,9076
3307,2018-01-26,9082
3308,2018-01-27,9114
3309,2018-01-28,9186
3310,2018-01-29,9205
3311,2018-01-30,9141
3312,2018-01-31,9121
3313,2018-02-01,9116
3314,2018-02-02,9108
3315,2018-02-03,9107
3316,2018-02-04,9179
3317,2018-02-05,9179
3318,2018-02-06,9121
3319,2018-02-07,9096
3320,2018-02-08,9108
3321,2018-02-09,9039
3322,2018-02-10,9044
3323,2018-02-11,9092
3324,2018-02-12,9112
3325,2018-02-13,9113
3326,2018-02-14,9059
3327,2018-02-15,9056
3328,2018-02-16,9005
3329,2018-02-17,9027
3330,2018-02-18,9087
3331,2018-02-19,9148
3332,2018-02-20,9135
3333,2018-02-21,9082
3334,2018-02-22,9047
3335,2018-02-23,9028
3336,2018-02-24,9029
3337,2018-02-25,9083
3338,2018-02-26,9100
3339,2018-02-27,9078
3340,2018-02-28,9033
3341,2018-03-01,9045
3342,2018-03-02,9035
3343,2018-03-03,8987
3344,2018-03-04,9044
3345,2018-03-05,9057
3346,2018-03-06,9001
3347,2018-03-07,9005
3348,2018-03-08,8994
3349,2018-03-09,8958
3350,2018-03-10,8941
3351,2018-03-12,8994
3352,2018-03-13,8965
3353,2018-03-14,8905
3354,2018-03-15,8913
3355,2018-03-16,8899
3356,2018-03-17,8904
3357,2018-03-18,8994
3358,2018-03-19,8954
3359,2018-03-20,8898
3360,2018-03-21,8843
3361,2018-03-22,8826
3362,2018-03-23,8752
3363,2018-03-24,8763
3364,2018-03-25,8832
3365,2018-03-26,8834
3366,2018-03-27,8770
3367,2018-03-28,8745
3368,2018-03-29,8742
3369,2018-03-30,8698
3370,2018-03-31,8695
3371,2018-04-01,8730
3372,2018-04-02,8741
3373,2018-04-03,8679
3374,2018-04-04,8658
3375,2018-04-05,8663
3376,2018-04-06,8648
3377,2018-04-07,8635
3378,2018-04-08,8720
3379,2018-04-09,8727
3380,2018-04-10,8653
3381,2018-04-11,8643
3382,2018-04-12,8647
3383,2018-04-13,8588
3384,2018-04-14,8577
3385,2018-04-15,8665
3386,2018-04-16,8667
3387,2018-04-17,8608
3388,2018-04-18,8600
3389,2018-04-19,8570
3390,2018-04-20,8575
3391,2018-04-21,8578
3392,2018-04-22,8654
3393,2018-04-23,8673
3394,2018-04-24,8641
3395,2018-04-25,8613
3396,2018-04-26,8636
3397,2018-04-27,8646
3398,2018-04-28,8609
3399,2018-04-29,8670
3400,2018-04-30,8678
3401,2018-05-01,8620
3402,2018-05-02,8581
3403,2018-05-03,8588
3404,2018-05-04,8560
3405,2018-05-05,8540
3406,2018-05-06,8626
3407,2018-05-07,8639
3408,2018-05-08,8567
3409,2018-05-09,8501
3410,2018-05-10,8522
3411,2018-05-11,8501
3412,2018-05-12,8511
3413,2018-05-13,8555
3414,2018-05-14,8567
3415,2018-05-15,8503
3416,2018-05-16,8446
3417,2018-05-17,8434
3418,2018-05-18,8411
3419,2018-05-19,8404
3420,2018-05-20,8474
3421,2018-05-21,8482
3422,2018-05-22,8447
3423,2018-05-23,8415
3424,2018-05-24,8391
3425,2018-05-25,8338
3426,2018-05-26,8310
3427,2018-05-27,8388
3428,2018-05-28,8443
3429,2018-05-29,8441
3430,2018-05-30,8401
3431,2018-05-31,8363
3432,2018-06-01,8347
3433,2018-06-02,8339
3434,2018-06-03,8407
3435,2018-06-04,8420
3436,2018-06-05,8358
3437,2018-06-06,8307
3438,2018-06-07,8319
3439,2018-06-08,8353
3440,2018-06-09,8332
3441,2018-06-10,8393
3442,2018-06-11,8416
3443,2018-06-12,8362
3444,2018-06-13,8336
3445,2018-06-14,8331
3446,2018-06-15,8303
3447,2018-06-16,8279
3448,2018-06-17,8367
3449,2018-06-18,8365
3450,2018-06-19,8296
3451,2018-06-20,8285
3452,2018-06-21,8302
3453,2018-06-22,8249
3454,2018-06-23,8255
3455,2018-06-24,8318
3456,2018-06-25,8326
3457,2018-06-26,8273
3458,2018-06-27,8231
3459,2018-06-28,8244
3460,2018-06-29,8225
3461,2018-06-30,8203
3462,2018-07-01,8278
3463,2018-07-02,8281
3464,2018-07-03,8218
3465,2018-07-04,8187
3466,2018-07-05,8211
3467,2018-07-06,8169
3468,2018-07-07,8161
3469,2018-07-08,8230
3470,2018-07-09,8239
3471,2018-07-10,8172
3472,2018-07-11,8166
3473,2018-07-12,8194
3474,2018-07-13,8181
3475,2018-07-14,8174
3476,2018-07-15,8248
3477,2018-07-16,8272
3478,2018-07-17,8256
3479,2018-07-18,8272
3480,2018-07-19,8255
3481,2018-07-20,8246
3482,2018-07-21,8216
3483,2018-07-22,8278
3484,2018-07-23,8285
3485,2018-07-24,8227
3486,2018-07-25,8220
3487,2018-07-26,8201
3488,2018-07-27,8191
3489,2018-07-28,8163
3490,2018-07-29,8222
3491,2018-07-30,8218
3492,2018-07-31,8167
3493,2018-08-01,8143
3494,2018-08-02,8162
3495,2018-08-03,8156
3496,2018-08-04,8121
3497,2018-08-05,8186
3498,2018-08-06,8215
3499,2018-08-07,8173
3500,2018-08-08,8171
3501,2018-08-09,8169
3502,2018-08-10,8198
3503,2018-08-11,8189
3504,2018-08-12,8228
3505,2018-08-13,8262
3506,2018-08-14,8220
3507,2018-08-15,8219
3508,2018-08-16,8209
3509,2018-08-17,8174
3510,2018-08-18,8159
3511,2018-08-19,8223
3512,2018-08-20,8223
3513,2018-08-21,8179
3514,2018-08-22,8160
3515,2018-08-23,8140
3516,2018-08-24,8137
3517,2018-08-25,8140
3518,2018-08-26,8222
3519,2018-08-27,8239
3520,2018-08-28,8225
3521,2018-08-29,8211
3522,2018-08-30,8207
3523,2018-08-31,8176
3524,2018-09-01,8168
3525,2018-09-02,8236
3526,2018-09-03,8286
3527,2018-09-04,8299
3528,2018-09-05,8268
3529,2018-09-06,8259
3530,2018-09-07,8261
3531,2018-09-08,8268
3532,2018-09-09,8337
3533,2018-09-10,8352
3534,2018-09-11,8299
3535,2018-09-12,8307
3536,2018-09-13,8325
3537,2018-09-14,8298
3538,2018-09-15,8316
3539,2018-09-16,8375
3540,2018-09-17,8368
3541,2018-09-18,8310
3542,2018-09-19,8318
3543,2018-09-20,8320
3544,2018-09-21,8320
3545,2018-09-22,8332
3546,2018-09-23,8396
3547,2018-09-24,8407
3548,2018-09-25,8365
3549,2018-09-26,8313
3550,2018-09-27,8295
3551,2018-09-28,8292
3552,2018-09-29,8259
3553,2018-09-30,8315
3554,2018-10-01,8318
3555,2018-10-02,8295
3556,2018-10-03,8274
3557,2018-10-04,8313
3558,2018-10-05,8280
3559,2018-10-06,8280
3560,2018-10-07,8318
3561,2018-10-08,8368
